Cluster,seniorcitizen,tenure,monthlycharges
0,0.15457227138643068,32.50619469026549,65.52625368731563
1,0.1631368059530624,31.927303949627934,65.62507155123068
2,0.18058384249830278,32.22471147318398,63.44331296673455
3,0.15460526315789475,32.72932330827068,64.3468045112782
